Geocode Address,Geocode Street,Case Number,Occurred From Date Year,Occurred From Date Month,Occurred From Time,Occurred From Timestamp,Occurred Through Date Year,Occurred Through Date Month,Occurred Through Time,Occurred Through Timestamp,Reported Date Year,Reported Date Month,Reported Time,Reported Timestamp,Address StreetFull,Address City,Address State,Patrol Beat,Patrol Section,Case Status,Statute Title,Statute Section,Statute Subsection,Statute Degree,Statute Class,Statute Category,Statute Text,Statute Description,Statute Crime Category,Statute Attempted,Weapon Description,Larceny Type,Location Type,Geo Beat,Geo Section,Geo Section Num
"264 Post Ave, Rochester, NY, 14619",264 POST AVE,2018-00250858,2018,10,0940,"10/10/2018, 5:40 AM",2018,10,0940,"10/10/2018, 5:40 AM",2018,10,0941,"10/10/2018, 9:41 AM",264 POST AVE,Rochester,NY,223,Genesee,Exceptional Clearance,PL ,125.25   ,01    ,2,A,F,Murder,Murder 2nd: Intention                                       ,Murder,Completed,Firearm,* No Larceny Type Specified *,Single Family Home,223,Genesee,3
"413 Lyell Ave, Rochester, NY, 14606",413 LYELL AVE,2018-00227315,2018,9,0156,"9/13/2018, 9:56 PM",2018,9,0159,"9/13/2018, 9:59 PM",2018,9,0156,"9/14/2018, 1:56 AM",413 LYELL AVE,Rochester,NY,291,Lake,Cleared by Arrest - Adult,PL ,125.25   ,01    ,2,A,F,Murder,Murder 2nd: Intention                                       ,Murder,Completed,Semiautomatic Handgun,* No Larceny Type Specified *,Street,291,Lake,1
"28 Second St, Rochester, NY, 14605",28 SECOND ST,2018-00259076,2018,10,0256,"10/19/2018, 10:56 PM",2018,10,0256,"10/19/2018, 10:56 PM",2018,10,0256,"10/20/2018, 2:56 AM",28 SECOND ST,Rochester,NY,297,Clinton,Field,PL ,125.25   ,01    ,2,A,F,Murder,Murder 2nd: Intention                                       ,Murder,Completed,Semiautomatic Handgun,* No Larceny Type Specified *,Street,297,Clinton,7
"445 Lyell Ave, Rochester, NY, 14606",445 LYELL AVE,2018-00237402,2018,9,1826,"9/24/2018, 2:26 PM",2018,9,1826,"9/24/2018, 2:26 PM",2018,9,1826,"9/24/2018, 6:26 PM",445 LYELL AVE,Rochester,NY,291,Lake,Field,PL ,125.25   ,02    ,2,A,F,Murder,Murder 2nd: Depraved Indifference                           ,Murder,Completed,Firearm,* No Larceny Type Specified *,Other Retail Store,291,Lake,1
"387 Glenwood Ave, Rochester, NY, 14613",387 GLENWOOD AVE,2018-00240387,2018,9,2144,"9/27/2018, 5:44 PM",2018,9,2144,"9/27/2018, 5:44 PM",2018,9,2144,"9/27/2018, 9:44 PM",387 GLENWOOD AVE,Rochester,NY,241,Lake,Field,PL ,125.25   ,01    ,2,A,F,Murder,Murder 2nd: Intention                                       ,Murder,Completed,Firearm,* No Larceny Type Specified *,Street,241,Lake,1
"20 Hoeltzer St, Rochester, NY, 14605",20 HOELTZER ST,2018-00248891,2018,10,0813,"10/8/2018, 4:13 AM",2018,10,0813,"10/8/2018, 4:13 AM",2018,10,0813,"10/8/2018, 8:13 AM",20 HOELTZER ST,Rochester,NY,277,Clinton,Field,PL ,125.25   ,01    ,2,A,F,Murder,Murder 2nd: Intention                                       ,Murder,Completed,Knife/Cutting Instrument,* No Larceny Type Specified *,***,277,Clinton,7
"5 Eighth St, Rochester, NY, 14609",5 EIGHTH ST,2018-00212109,2018,8,0229,"8/28/2018, 10:29 PM",2018,8,0229,"8/28/2018, 10:29 PM",2018,8,0229,"8/29/2018, 2:29 AM",5 EIGHTH ST,Rochester,NY,297,Clinton,Cleared by Arrest - Adult,PL ,160.10   ,02A   ,2,C,F,Robbery,Robbery 2nd: Causes Physical Injury                         ,Robbery,Completed,Personal Weapons,* No Larceny Type Specified *,Street,297,Clinton,7
"170 Emerson St, Rochester, NY, 14613",170 EMERSON ST,2018-00252873,2018,10,1504,"10/12/2018, 11:04 AM",2018,10,1504,"10/12/2018, 11:04 AM",2018,10,1504,"10/12/2018, 3:04 PM",170 EMERSON ST,Rochester,NY,271,Lake,Cleared by Arrest - Adult,PL ,160.15   ,04    ,1,B,F,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Robbery,Completed,"Revolver, Derringer, or Single-shot Pistol",* No Larceny Type Specified *,Street,271,Lake,1
"191 Fulton Ave, Rochester, NY, 14613",191 FULTON AVE,2018-00247917,2018,10,1900,"10/6/2018, 3:00 PM",2018,10,1952,"10/6/2018, 3:52 PM",2018,10,1952,"10/6/2018, 7:52 PM",191 FULTON AVE,Rochester,NY,251,Lake,Field,PL ,160.15   ,02    ,1,B,F,Robbery,Robbery 1st: Forcible Theft Armed With a Deadly Weapon      ,Robbery,Completed,Semiautomatic Handgun,* No Larceny Type Specified *,Street,251,Lake,1
"541 Lyell Ave, Rochester, NY, 14606",541 LYELL AVE,2018-00242267,2018,9,0019,"9/29/2018, 8:19 PM",2018,9,0039,"9/29/2018, 8:39 PM",2018,9,0039,"9/30/2018, 12:39 AM",541 LYELL AVE,Rochester,NY,281,Lake,Office,PL ,160.15   ,03    ,1,B,F,Robbery,Robbery 1st: Use/Threatens Use of Dangerous Instrument      ,Robbery,Completed,Knife/Cutting Instrument,* No Larceny Type Specified *,Other Outside Location,281,Lake,1
"32 Remington St, Rochester, NY, 14621",32 REMINGTON ST,2018-00242305,2018,9,0001,"9/29/2018, 8:01 PM",2018,9,0001,"9/29/2018, 8:01 PM",2018,9,0019,"9/30/2018, 12:19 AM",32 REMINGTON ST,Rochester,NY,247,Clinton,Office,PL ,160.15   ,04    ,1,B,F,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Robbery,Completed,"Revolver, Derringer, or Single-shot Pistol",* No Larceny Type Specified *,Street,247,Clinton,7
"258 Monroe Ave, Rochester, NY, 14607",258 MONROE AVE,2018-00224184,2018,9,2353,"9/10/2018, 7:53 PM",2018,9,2358,"9/10/2018, 7:58 PM",2018,9,2353,"9/10/2018, 11:53 PM",258 MONROE AVE,Rochester,NY,229,Central,Office,PL ,160.15   ,03    ,1,B,F,Robbery,Robbery 1st: Use/Threatens Use of Dangerous Instrument      ,Robbery,Completed,Blunt Object,* No Larceny Type Specified *,Street,229,Central,9
"852 N Clinton Ave, Rochester, NY, 14605",852 N CLINTON AVE,2018-00231714,2018,9,1745,"9/18/2018, 1:45 PM",2018,9,1745,"9/18/2018, 1:45 PM",2018,9,1745,"9/18/2018, 5:45 PM",852 N CLINTON AVE,Rochester,NY,277,Clinton,Field,PL ,160.10   ,01    ,2,C,F,Robbery,Robbery 2nd: Aided By Another                               ,Robbery,Completed,Personal Weapons,* No Larceny Type Specified *,Parking Lot,277,Clinton,7
"954 Jay St, Rochester, NY, 14606",954 JAY ST,2018-00219820,2018,9,0800,"9/6/2018, 4:00 AM",2018,9,0805,"9/6/2018, 4:05 AM",2018,9,0810,"9/6/2018, 8:10 AM",954 JAY ST,Rochester,NY,281,Lake,Office,PL ,160.10   ,01    ,2,C,F,Robbery,Robbery 2nd: Aided By Another                               ,Robbery,Completed,Personal Weapons,* No Larceny Type Specified *,Street,281,Lake,1
"5 Conkey Ave, Rochester, NY, 14605",5 CONKEY AVE,2018-00218227,2018,8,1400,"8/31/2018, 10:00 AM",2018,8,1400,"8/31/2018, 10:00 AM",2018,9,1500,"9/4/2018, 3:00 PM",5 CONKEY AVE,Rochester,NY,277,Clinton,Office,PL ,160.10   ,02B   ,2,C,F,Robbery,Robbery 2nd: Displays What Appears To Be a Firearm          ,Robbery,Completed,"Revolver, Derringer, or Single-shot Pistol",* No Larceny Type Specified *,Street,277,Clinton,7
"58 Finch St, Rochester, NY, 14613",58 FINCH ST,2018-00246693,2018,10,1103,"10/5/2018, 7:03 AM",2018,10,1113,"10/5/2018, 7:13 AM",2018,10,1113,"10/5/2018, 11:13 AM",58 FINCH ST,Rochester,NY,241,Lake,Field,PL ,160.10   ,01    ,2,C,F,Robbery,Robbery 2nd: Aided By Another                               ,Robbery,Completed,Personal Weapons,* No Larceny Type Specified *,Street,241,Lake,1
"119 Saratoga Ave, Rochester, NY, 14608",119 SARATOGA AVE,2018-00254143,2018,10,0225,"10/13/2018, 10:25 PM",2018,10,0225,"10/13/2018, 10:25 PM",2018,10,0225,"10/14/2018, 2:25 AM",119 SARATOGA AVE,Rochester,NY,271,Lake,Office,PL ,160.10   ,01    ,2,C,F,Robbery,Robbery 2nd: Aided By Another                               ,Robbery,Completed,Not Reported,* No Larceny Type Specified *,Street,271,Lake,1
"186 Cumberland St, Rochester, NY, 14605",186 CUMBERLAND ST,2018-00231942,2018,9,2209,"9/18/2018, 6:09 PM",2018,9,2209,"9/18/2018, 6:09 PM",2018,9,2209,"9/18/2018, 10:09 PM",186 CUMBERLAND ST,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,160.05   ,      ,3,D,F,Robbery,Robbery 3rd                                                 ,Robbery,Completed,Not Reported,* No Larceny Type Specified *,Transit Facility,287,Clinton,7
"21 Lorimer St, Rochester, NY, 14608",21 LORIMER ST,2018-00224688,2018,9,2253,"9/10/2018, 6:53 PM",2018,9,2253,"9/10/2018, 6:53 PM",2018,9,1440,"9/11/2018, 2:40 PM",21 LORIMER ST,Rochester,NY,271,Lake,Office,PL ,160.10   ,01    ,2,C,F,Robbery,Robbery 2nd: Aided By Another                               ,Robbery,Completed,Physical Force,* No Larceny Type Specified *,Street,271,Lake,1
"216 Merriman St, Rochester, NY, 14607",216 MERRIMAN ST,2018-00244184,2018,10,1435,"10/2/2018, 10:35 AM",2018,10,1442,"10/2/2018, 10:42 AM",2018,10,1442,"10/2/2018, 2:42 PM",216 MERRIMAN ST,Rochester,NY,225,Goodman,Cleared by Arrest - Adult,PL ,160.15   ,02    ,1,B,F,Robbery,Robbery 1st: Forcible Theft Armed With a Deadly Weapon      ,Robbery,Completed,"Revolver, Derringer, or Single-shot Pistol",* No Larceny Type Specified *,Street,225,Goodman,5
"76 Harper St, Rochester, NY, 14607",76 HARPER ST,2018-00244150,2018,10,1350,"10/2/2018, 9:50 AM",2018,10,1357,"10/2/2018, 9:57 AM",2018,10,1357,"10/2/2018, 1:57 PM",76 HARPER ST,Rochester,NY,245,Goodman,Field,PL ,160.10   ,01    ,2,C,F,Robbery,Robbery 2nd: Aided By Another                               ,Robbery,Completed,"Revolver, Derringer, or Single-shot Pistol",* No Larceny Type Specified *,Street,245,Goodman,5
"549 Clarissa St, Rochester, NY, 14608",549 CLARISSA ST,2018-00247207,2018,10,2240,"10/5/2018, 6:40 PM",2018,10,2240,"10/5/2018, 6:40 PM",2018,10,2255,"10/5/2018, 10:55 PM",549 CLARISSA ST,Rochester,NY,209,Central,Field,PL ,160.15   ,04    ,1,B,F,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Robbery,Completed,Semiautomatic Handgun,* No Larceny Type Specified *,Parking Lot,209,Central,9
"100 Exchange Blvd, Rochester, NY, 14614",100 EXCHANGE BLVD,2018-00211069,2018,8,0131,"8/27/2018, 9:31 PM",2018,8,0131,"8/27/2018, 9:31 PM",2018,8,0131,"8/28/2018, 1:31 AM",100 EXCHANGE BLVD,Rochester,NY,209,Central,Field,PL ,160.10   ,01    ,2,C,F,Robbery,Robbery 2nd: Aided By Another                               ,Robbery,Completed,Personal Weapons,* No Larceny Type Specified *,Other Business Office,209,Central,9
"200 Bartlett St, Rochester, NY, 14611",200 BARTLETT ST,2018-00237093,2018,9,1340,"9/24/2018, 9:40 AM",2018,9,1340,"9/24/2018, 9:40 AM",2018,9,1343,"9/24/2018, 1:43 PM",200 BARTLETT ST,Rochester,NY,233,Genesee,Office,PL ,160.15   ,04    ,1,B,F,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Robbery,Completed,Semiautomatic Handgun,* No Larceny Type Specified *,Street,233,Genesee,3
"892 N Clinton Ave, Rochester, NY, 14621",892 N CLINTON AVE,2018-00246276,2018,9,1100,"9/27/2018, 7:00 AM",2018,9,1100,"9/27/2018, 7:00 AM",2018,10,2017,"10/4/2018, 8:17 PM",892 N CLINTON AVE,Rochester,NY,247,Clinton,Field,PL ,160.10   ,01    ,2,C,F,Robbery,Robbery 2nd: Aided By Another                               ,Robbery,Completed,Personal Weapons,* No Larceny Type Specified *,Street,247,Clinton,7
"465 Child St, Rochester, NY, 14606",465 CHILD ST,2018-00235205,2018,9,2130,"9/21/2018, 5:30 PM",2018,9,2130,"9/21/2018, 5:30 PM",2018,9,0836,"9/22/2018, 8:36 AM",465 CHILD ST,Rochester,NY,291,Lake,Exceptional Clearance,PL ,160.15   ,04    ,1,B,F,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Robbery,Completed,Firearm,* No Larceny Type Specified *,Street,291,Lake,1
"208 Woodbine Ave, Rochester, NY, 14619",208 WOODBINE AVE,2018-00262028,2018,10,0000,"10/23/2018, 8:00 PM",2018,10,0047,"10/23/2018, 8:47 PM",2018,10,0047,"10/24/2018, 12:47 AM",208 WOODBINE AVE,Rochester,NY,223,Genesee,Field,PL ,160.10   ,01    ,2,C,F,Robbery,Robbery 2nd: Aided By Another                               ,Robbery,Completed,Personal Weapons,* No Larceny Type Specified *,Street,223,Genesee,3
"57 Coleman Ter, Rochester, NY, 14605",57 COLEMAN TER,2018-00240319,2018,9,2147,"9/27/2018, 5:47 PM",2018,9,2147,"9/27/2018, 5:47 PM",2018,9,2147,"9/27/2018, 9:47 PM",57 COLEMAN TER,Rochester,NY,267,Clinton,Office,PL ,160.15   ,04    ,1,B,F,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Robbery,Completed,Semiautomatic Handgun,* No Larceny Type Specified *,Street,267,Clinton,7
"710 Lake Ave, Rochester, NY, 14613",710 LAKE AVE,2018-00213348,2018,8,1148,"8/30/2018, 7:48 AM",2018,8,1148,"8/30/2018, 7:48 AM",2018,8,1148,"8/30/2018, 11:48 AM",710 LAKE AVE,Rochester,NY,251,Lake,Office,PL ,160.10   ,02A   ,2,C,F,Robbery,Robbery 2nd: Causes Physical Injury                         ,Robbery,Completed,Not Reported,* No Larceny Type Specified *,Parking Lot,251,Lake,1
"560 Lyell Ave, Rochester, NY, 14606",560 LYELL AVE,2018-00246658,2018,10,1118,"10/5/2018, 7:18 AM",2018,10,1118,"10/5/2018, 7:18 AM",2018,10,1118,"10/5/2018, 11:18 AM",560 LYELL AVE,Rochester,NY,281,Lake,Office,PL ,160.10   ,01    ,2,C,F,Robbery,Robbery 2nd: Aided By Another                               ,Robbery,Completed,Personal Weapons,* No Larceny Type Specified *,Other Outside Location,281,Lake,1
"114 Scrantom St, Rochester, NY, 14605",114 SCRANTOM ST,2018-00234023,2018,9,0115,"9/20/2018, 9:15 PM",2018,9,0115,"9/20/2018, 9:15 PM",2018,9,0118,"9/21/2018, 1:18 AM",114 SCRANTOM ST,Rochester,NY,277,Clinton,Office,PL ,160.15   ,03    ,1,B,F,Robbery,Robbery 1st: Use/Threatens Use of Dangerous Instrument      ,Robbery,Completed,Firearm,* No Larceny Type Specified *,Street,277,Clinton,7
"124 Santee St, Rochester, NY, 14606",124 SANTEE ST,2018-00250424,2018,10,2045,"10/9/2018, 4:45 PM",2018,10,2056,"10/9/2018, 4:56 PM",2018,10,2056,"10/9/2018, 8:56 PM",124 SANTEE ST,Rochester,NY,261,Lake,Office,PL ,160.15   ,02    ,1,B,F,Robbery,Robbery 1st: Forcible Theft Armed With a Deadly Weapon      ,Robbery,Completed,Semiautomatic Handgun,* No Larceny Type Specified *,Street,261,Lake,1
"425 Linden St, Rochester, NY, 14620",425 LINDEN ST,2018-00242651,2018,9,1513,"9/30/2018, 11:13 AM",2018,9,1513,"9/30/2018, 11:13 AM",2018,9,1513,"9/30/2018, 3:13 PM",425 LINDEN ST,Rochester,NY,265,Goodman,Field,PL ,160.10   ,01    ,2,C,F,Robbery,Robbery 2nd: Aided By Another                               ,Robbery,Completed,Not Reported,* No Larceny Type Specified *,Other Outside Location,265,Goodman,5
"70 State St, Rochester, NY, 14614",70 STATE ST,2018-00250304,2018,10,1800,"10/9/2018, 2:00 PM",2018,10,1800,"10/9/2018, 2:00 PM",2018,10,1842,"10/9/2018, 6:42 PM",70 STATE ST,Rochester,NY,209,Central,Field,PL ,160.05   ,      ,3,D,F,Robbery,Robbery 3rd                                                 ,Robbery,Completed,Personal Weapons,* No Larceny Type Specified *,Other Outside Location,209,Central,9
"646 Joseph Ave, Rochester, NY, 14621",646 JOSEPH AVE,2018-00262047,2018,10,2000,"10/23/2018, 4:00 PM",2018,10,2130,"10/23/2018, 5:30 PM",2018,10,0148,"10/24/2018, 1:48 AM",646 JOSEPH AVE,Rochester,NY,257,Clinton,Field,PL ,160.15   ,04    ,1,B,F,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Robbery,Completed,Firearm,* No Larceny Type Specified *,Parking Lot,257,Clinton,7
"449 Lyell Ave, Rochester, NY, 14606",449 LYELL AVE,2018-00242318,2018,9,0150,"9/29/2018, 9:50 PM",2018,9,0150,"9/29/2018, 9:50 PM",2018,9,0204,"9/30/2018, 2:04 AM",449 LYELL AVE,Rochester,NY,291,Lake,Office,PL ,160.15   ,03    ,1,B,F,Robbery,Robbery 1st: Use/Threatens Use of Dangerous Instrument      ,Robbery,Completed,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,291,Lake,1
"540 Portland Ave, Rochester, NY, 14621",540 PORTLAND AVE,2018-00254793,2018,10,0140,"10/14/2018, 9:40 PM",2018,10,0140,"10/14/2018, 9:40 PM",2018,10,0151,"10/15/2018, 1:51 AM",540 PORTLAND AVE,Rochester,NY,267,Clinton,Field,PL ,160.15   ,04    ,1,B,F,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Robbery,Attempted,Firearm,* No Larceny Type Specified *,Parking Lot,267,Clinton,7
"200 Genesee St, Rochester, NY, 14611",200 GENESEE ST,2018-00247956,2018,10,1800,"10/6/2018, 2:00 PM",2018,10,1800,"10/6/2018, 2:00 PM",2018,10,2057,"10/6/2018, 8:57 PM",200 GENESEE ST,Rochester,NY,223,Genesee,Office,PL ,160.10   ,02B   ,2,C,F,Robbery,Robbery 2nd: Displays What Appears To Be a Firearm          ,Robbery,Completed,Semiautomatic Handgun,* No Larceny Type Specified *,School,223,Genesee,3
"200 Genesee St, Rochester, NY, 14611",200 GENESEE ST,2018-00227319,2018,9,0200,"9/13/2018, 10:00 PM",2018,9,0208,"9/13/2018, 10:08 PM",2018,9,0208,"9/14/2018, 2:08 AM",200 GENESEE ST,Rochester,NY,223,Genesee,Exceptional Clearance,PL ,160.15   ,04    ,1,B,F,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Robbery,Completed,Semiautomatic Handgun,* No Larceny Type Specified *,School,223,Genesee,3
"83 Aab St, Rochester, NY, 14606",83 AAB ST,2018-00249464,2018,10,2033,"10/8/2018, 4:33 PM",2018,10,2033,"10/8/2018, 4:33 PM",2018,10,2033,"10/8/2018, 8:33 PM",83 AAB ST,Rochester,NY,261,Lake,Office,PL ,160.15   ,04    ,1,B,F,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Robbery,Completed,Firearm,* No Larceny Type Specified *,Street,261,Lake,1
"217 Spencer St, Rochester, NY, 14608",217 SPENCER ST,2018-00242932,2018,9,2245,"9/30/2018, 6:45 PM",2018,9,2305,"9/30/2018, 7:05 PM",2018,9,2305,"9/30/2018, 11:05 PM",217 SPENCER ST,Rochester,NY,271,Lake,Office,PL ,160.15   ,01    ,1,B,F,Robbery,Robbery 1st: Cause Serious Injury                           ,Robbery,Attempted,Blunt Object,* No Larceny Type Specified *,Multiple Dwelling,271,Lake,1
"530 Bay St, Rochester, NY, 14609",530 BAY ST,2018-00230137,2018,9,0312,"9/16/2018, 11:12 PM",2018,9,0312,"9/16/2018, 11:12 PM",2018,9,0312,"9/17/2018, 3:12 AM",530 BAY ST,Rochester,NY,267,Clinton,Office,PL ,160.10   ,01    ,2,C,F,Robbery,Robbery 2nd: Aided By Another                               ,Robbery,Completed,"Revolver, Derringer, or Single-shot Pistol",* No Larceny Type Specified *,Street,267,Clinton,7
"65 Frost Ave, Rochester, NY, 14608",65 FROST AVE,2018-00253200,2018,10,2103,"10/12/2018, 5:03 PM",2018,10,2113,"10/12/2018, 5:13 PM",2018,10,2123,"10/12/2018, 9:23 PM",65 FROST AVE,Rochester,NY,233,Genesee,Office,PL ,160.10   ,02B   ,2,C,F,Robbery,Robbery 2nd: Displays What Appears To Be a Firearm          ,Robbery,Completed,"Revolver, Derringer, or Single-shot Pistol",* No Larceny Type Specified *,Street,233,Genesee,3
"30 Swan St, Rochester, NY, 14604",30 SWAN ST,2018-00228781,2018,9,1500,"9/15/2018, 11:00 AM",2018,9,1510,"9/15/2018, 11:10 AM",2018,9,1532,"9/15/2018, 3:32 PM",30 SWAN ST,Rochester,NY,219,Central,Cleared by Arrest - Adult,PL ,160.10   ,02A   ,2,C,F,Robbery,Robbery 2nd: Causes Physical Injury                         ,Robbery,Completed,Not Reported,* No Larceny Type Specified *,School,219,Central,9
"70 Warner St, Rochester, NY, 14606",70 WARNER ST,2018-00219596,2018,9,2244,"9/5/2018, 6:44 PM",2018,9,2244,"9/5/2018, 6:44 PM",2018,9,2304,"9/5/2018, 11:04 PM",70 WARNER ST,Rochester,NY,261,Lake,Office,PL ,160.10   ,02A   ,2,C,F,Robbery,Robbery 2nd: Causes Physical Injury                         ,Robbery,Attempted,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,261,Lake,1
"52 Rutgers St, Rochester, NY, 14607",52 RUTGERS ST,2018-00239442,2018,9,2130,"9/26/2018, 5:30 PM",2018,9,2130,"9/26/2018, 5:30 PM",2018,9,2130,"9/26/2018, 9:30 PM",52 RUTGERS ST,Rochester,NY,245,Goodman,Field,PL ,160.15   ,04    ,1,B,F,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Robbery,Completed,Firearm,* No Larceny Type Specified *,Street,245,Goodman,5
"610 N Plymouth Ave, Rochester, NY, 14608",610 N PLYMOUTH AVE,2018-00218622,2018,9,0225,"9/4/2018, 10:25 PM",2018,9,0230,"9/4/2018, 10:30 PM",2018,9,0243,"9/5/2018, 2:43 AM",610 N PLYMOUTH AVE,Rochester,NY,209,Central,Office,PL ,160.05   ,      ,3,D,F,Robbery,Robbery 3rd                                                 ,Robbery,Completed,Personal Weapons,* No Larceny Type Specified *,Street,209,Central,9
"767 W Main St, Rochester, NY, 14611",767 W MAIN ST,2018-00245212,2018,10,1812,"10/3/2018, 2:12 PM",2018,10,1818,"10/3/2018, 2:18 PM",2018,10,1812,"10/3/2018, 6:12 PM",767 W MAIN ST,Rochester,NY,213,Genesee,Office,PL ,160.15   ,04    ,1,B,F,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Robbery,Completed,Firearm,* No Larceny Type Specified *,Other Retail Store,213,Genesee,3
"287 Ellison St, Rochester, NY, 14609",287 ELLISON ST,2018-00213836,2018,8,2100,"8/30/2018, 5:00 PM",2018,8,2100,"8/30/2018, 5:00 PM",2018,8,2112,"8/30/2018, 9:12 PM",287 ELLISON ST,Rochester,NY,205,Goodman,Office,PL ,160.15   ,01    ,1,B,F,Robbery,Robbery 1st: Cause Serious Injury                           ,Robbery,Attempted,Shotgun,* No Larceny Type Specified *,Single Family Home,205,Goodman,5
"209 Rosedale St, Rochester, NY, 14620",209 ROSEDALE ST,2018-00244170,2018,10,1420,"10/2/2018, 10:20 AM",2018,10,1420,"10/2/2018, 10:20 AM",2018,10,1420,"10/2/2018, 2:20 PM",209 ROSEDALE ST,***,NY,***,***,Cleared by Arrest - Adult,PL ,160.15   ,04    ,1,B,F,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Robbery,Attempted,Semiautomatic Handgun,* No Larceny Type Specified *,Street,255,Goodman,5
"1 Chace St, Rochester, NY, 14606",1 CHASE SQ,2018-00232638,2018,9,1508,"9/19/2018, 11:08 AM",2018,9,1552,"9/19/2018, 11:52 AM",2018,9,1552,"9/19/2018, 3:52 PM",1 CHASE SQ,***,NY,***,***,Field,PL ,160.05   ,      ,3,D,F,Robbery,Robbery 3rd                                                 ,Robbery,Completed,Personal Weapons,* No Larceny Type Specified *,Other Commercial Service Location,261,Lake,1
"21 Wilmer St, Rochester, NY, 14607",21 WILMER ST,2018-00242662,2018,9,1543,"9/30/2018, 11:43 AM",2018,9,1543,"9/30/2018, 11:43 AM",2018,9,1547,"9/30/2018, 3:47 PM",21 WILMER ST,Rochester,NY,245,Goodman,Cleared by Arrest - Adult,PL ,160.10   ,02B   ,2,C,F,Robbery,Robbery 2nd: Displays What Appears To Be a Firearm          ,Robbery,Completed,Firearm,* No Larceny Type Specified *,Yard,245,Goodman,5
"440 Frost Ave, Rochester, NY, 14611",440 FROST AVE,2018-00262449,2018,10,1555,"10/24/2018, 11:55 AM",2018,10,1558,"10/24/2018, 11:58 AM",2018,10,1558,"10/24/2018, 3:58 PM",440 FROST AVE,Rochester,NY,233,Genesee,Office,PL ,160.10   ,02A   ,2,C,F,Robbery,Robbery 2nd: Causes Physical Injury                         ,Robbery,Completed,Blunt Object,* No Larceny Type Specified *,Street,233,Genesee,3
"10 Winthrop St, Rochester, NY, 14607",10 WINTHROP ST,2018-00251231,2018,10,1736,"10/10/2018, 1:36 PM",2018,10,1741,"10/10/2018, 1:41 PM",2018,10,1741,"10/10/2018, 5:41 PM",10 WINTHROP ST,Rochester,NY,219,Central,Field,PL ,160.10   ,01    ,2,C,F,Robbery,Robbery 2nd: Aided By Another                               ,Robbery,Completed,Personal Weapons,* No Larceny Type Specified *,Other Outside Location,219,Central,9
"18 Rundel Park, Rochester, NY, 14607",18 RUNDEL PARK,2018-00242596,2018,9,1410,"9/30/2018, 10:10 AM",2018,9,1417,"9/30/2018, 10:17 AM",2018,9,1417,"9/30/2018, 2:17 PM",18 RUNDEL PARK,Rochester,NY,245,Goodman,Cleared by Arrest - Adult,PL ,160.10   ,02B   ,2,C,F,Robbery,Robbery 2nd: Displays What Appears To Be a Firearm          ,Robbery,Completed,"Revolver, Derringer, or Single-shot Pistol",* No Larceny Type Specified *,Street,245,Goodman,5
